name,selling_price in Ph,year,seller_type,owner,km_driven,ex_showroom_price
Suzuki Gixxer SF 155,144552,2018,Private,Second Owner,45369,235547
Kawasaki Ninja 300,367497,2020,Marketplace,Third Owner,11532,341149
Suzuki Gixxer SF 155,95477,2023,Dealer,Third Owner,20375,210144
Honda BeAT Premium ISS/CBS,386255,2019,Private,First Owner,28242,183773
Honda BeAT Premium ISS/CBS,475758,2024,Dealer,Second Owner,26372,239044
Kawasaki Ninja 300,329559,2023,Marketplace,First Owner,21352,114141
Kawasaki Ninja 300,200119,2017,Marketplace,Second Owner,13652,251118
Yamaha Sniper 155,42685,2018,Dealer,First Owner,12420,401755
Yamaha Mio Aerox S,268503,2022,Marketplace,First Owner,9018,550303
Suzuki Burgman 125,391497,2021,Marketplace,First Owner,1810,477483
Yamaha MT-03,241830,2022,Dealer,Third Owner,7054,490196
Kymco Like S 150,493369,2024,Marketplace,Third Owner,41106,216563
Yamaha XMAX,223815,2019,Private,Second Owner,23446,431482
Suzuki Burgman 125,225358,2024,Dealer,Second Owner,10847,342091
Royal Enfield Shotgun 650,319028,2017,Private,First Owner,43214,281769
Suzuki Burgman 125,120409,2018,Private,Second Owner,47057,220467
Yamaha YZF R15 155,247302,2019,Marketplace,First Owner,49249,367743
Honda BeAT Premium ISS/CBS,305722,2023,Marketplace,Second Owner,35475,340458
Honda PCX160 CBS,288715,2020,Marketplace,First Owner,30148,63216
Kymco Skytown 150,473081,2017,Dealer,Third Owner,24644,500771
Kawasaki Ninja 300,138420,2020,Marketplace,Third Owner,7969,327321
Kymco Skytown 150,70140,2017,Dealer,Second Owner,16212,54130
Suzuki Burgman 125,427597,2022,Marketplace,Second Owner,19798,221302
Honda PCX160 CBS,60167,2017,Private,Third Owner,23619,487797
Yamaha Mio Fazzio,137040,2020,Dealer,Third Owner,23692,147200
Yamaha YZF R15 155,242809,2017,Dealer,Second Owner,46286,169551
Yamaha Mio Fazzio,71376,2018,Dealer,First Owner,42211,288569
Kymco Skytown 150,131297,2023,Dealer,Third Owner,45599,89395
Kymco Like S 150,162318,2018,Dealer,First Owner,5831,365068
Yamaha MT-03,453603,2022,Marketplace,Third Owner,48500,363347
Yamaha MT-03,249076,2020,Marketplace,Third Owner,19106,108439
Kawasaki Ninja 300,343515,2019,Dealer,Second Owner,23565,339609
Suzuki Gixxer SF 155,434731,2022,Dealer,Second Owner,6900,230697
Suzuki Burgman 125,450169,2017,Marketplace,First Owner,4057,328759
Honda CRF250L,117791,2022,Marketplace,Second Owner,34323,361134
Suzuki Gixxer SF 155,177288,2024,Marketplace,Second Owner,4768,464078
Royal Enfield Shotgun 650,151638,2023,Marketplace,First Owner,27876,389936
Yamaha Sniper 155,105160,2023,Private,Second Owner,16650,347386
Yamaha Sniper 155,435694,2024,Dealer,Third Owner,9798,179827
Yamaha YZF R15 155,115783,2021,Dealer,Second Owner,24001,322786
Yamaha XMAX,464190,2023,Private,Third Owner,40399,99418
Yamaha YZF R15 155,476062,2019,Dealer,Third Owner,45171,102625
Honda CRF250L,413061,2021,Dealer,Second Owner,13393,451512
Yamaha Mio Fazzio,256686,2017,Marketplace,First Owner,7891,410361
Honda BeAT Premium ISS/CBS,450456,2022,Dealer,Third Owner,40118,452428
Honda CRF250L,119108,2019,Dealer,Second Owner,33717,279460
Yamaha Mio Aerox S,96988,2020,Marketplace,Third Owner,43633,464176
Yamaha Sniper 155,57827,2019,Private,Second Owner,30386,413017
Honda CRF250L,269916,2020,Dealer,Second Owner,34567,198433
Suzuki Burgman 125,173463,2024,Dealer,First Owner,36601,102446
Honda BeAT Premium ISS/CBS,379117,2018,Dealer,Second Owner,49230,324465
Yamaha MT-03,308537,2023,Private,First Owner,39108,237954
Yamaha XMAX,148952,2022,Dealer,Third Owner,27199,238228
Honda PCX160 CBS,122996,2020,Private,Third Owner,32788,171373
Kawasaki Ninja 300,239176,2020,Marketplace,First Owner,12603,159087
Suzuki Gixxer SF 155,265583,2022,Private,First Owner,43022,573590
Yamaha Mio Aerox S,75520,2017,Marketplace,Second Owner,43170,497945
Suzuki Gixxer SF 155,285119,2018,Private,Second Owner,9538,138898
Honda BeAT Premium ISS/CBS,428538,2024,Private,Third Owner,21539,470213
Royal Enfield Shotgun 650,157004,2019,Private,Second Owner,37024,426158
Royal Enfield Shotgun 650,406278,2022,Dealer,Second Owner,11887,477774
Suzuki Gixxer SF 155,88823,2018,Private,Second Owner,43173,410240
Yamaha Sniper 155,457762,2024,Dealer,Third Owner,34592,89727
Suzuki Gixxer SF 155,463509,2024,Dealer,Second Owner,12388,197250
Honda PCX160 CBS,478217,2019,Private,Third Owner,16384,422293
Yamaha MT-03,99690,2023,Dealer,Second Owner,30982,578721
Kymco Like S 150,241624,2022,Dealer,Third Owner,32613,307782
Yamaha Mio Aerox S,85445,2024,Private,Second Owner,49779,186911
Suzuki Burgman 125,134658,2018,Marketplace,First Owner,41426,130878
Honda BeAT Premium ISS/CBS,289717,2024,Marketplace,First Owner,30121,363619
Royal Enfield Shotgun 650,226070,2020,Dealer,Third Owner,20551,203992
Yamaha MT-03,69422,2018,Private,Second Owner,48176,132161
Kawasaki Ninja 300,383274,2021,Dealer,Second Owner,10131,214668
Honda PCX160 CBS,159331,2020,Marketplace,Third Owner,22738,394934
Yamaha Mio Aerox S,52543,2020,Dealer,First Owner,30331,161548
Yamaha Mio Aerox S,162908,2017,Dealer,First Owner,12284,228581
Suzuki Gixxer SF 155,187038,2023,Private,Second Owner,8049,418357
Kymco Like S 150,384902,2020,Marketplace,Third Owner,41392,92741
Kawasaki Ninja 300,243770,2022,Marketplace,Third Owner,26645,385507
Yamaha Mio Fazzio,428098,2024,Marketplace,Third Owner,24616,323996
Kawasaki Ninja 300,187437,2021,Dealer,Second Owner,11607,582777
Yamaha MT-03,494761,2019,Dealer,Second Owner,26366,201393
Suzuki Burgman 125,246097,2017,Dealer,Second Owner,46602,68023
Suzuki Gixxer SF 155,395336,2020,Dealer,Second Owner,18387,203425
Yamaha XMAX,404408,2022,Dealer,Second Owner,33582,474915
Honda PCX160 CBS,334161,2020,Marketplace,Second Owner,8078,427898
Kymco Like S 150,139926,2017,Dealer,Second Owner,18660,267345
Honda BeAT Premium ISS/CBS,111713,2021,Private,Third Owner,36988,321873
Yamaha MT-03,68140,2018,Marketplace,Second Owner,48375,221732
Yamaha Mio Fazzio,119818,2017,Dealer,First Owner,18889,359875
Honda BeAT Premium ISS/CBS,246803,2022,Dealer,Second Owner,36425,578315
Suzuki Gixxer SF 155,258964,2023,Private,Second Owner,41338,285684
Yamaha Mio Fazzio,483402,2019,Private,Third Owner,35287,61607
Yamaha XMAX,407514,2022,Marketplace,First Owner,10609,533694
Honda PCX160 CBS,347520,2022,Marketplace,Second Owner,11756,475357
Yamaha YZF R15 155,197593,2018,Dealer,Second Owner,1701,585217
Yamaha MT-03,393039,2022,Private,Third Owner,45043,190703
Yamaha Mio Aerox S,70509,2023,Private,Second Owner,25863,406658
Yamaha Sniper 155,250922,2019,Private,First Owner,38181,154986
Honda BeAT Premium ISS/CBS,291191,2020,Private,First Owner,10067,435985
Yamaha MT-03,130894,2024,Marketplace,Third Owner,46029,395089
Kawasaki Ninja 300,449746,2021,Dealer,Third Owner,30567,199124
Yamaha XMAX,175211,2019,Marketplace,Third Owner,16838,488178
Honda CRF250L,174905,2024,Marketplace,First Owner,38706,305917
Kymco Skytown 150,125027,2024,Marketplace,Second Owner,34255,590036
Yamaha Mio Fazzio,480984,2017,Dealer,Third Owner,45866,205242
Suzuki Gixxer SF 155,274458,2022,Marketplace,First Owner,6033,265275
Suzuki Burgman 125,467706,2020,Marketplace,Second Owner,49339,133720
Kymco Like S 150,97699,2022,Private,Second Owner,14576,152230
Honda PCX160 CBS,266326,2017,Marketplace,Second Owner,45310,104748
Yamaha XMAX,368003,2018,Private,Second Owner,21587,493084
Honda PCX160 CBS,460750,2022,Dealer,Third Owner,21939,568615
Yamaha MT-03,210493,2021,Marketplace,First Owner,46009,230465
Yamaha XMAX,469941,2020,Private,Second Owner,46676,274124
Yamaha Mio Aerox S,97780,2019,Dealer,Second Owner,27085,445622
Yamaha Mio Aerox S,336407,2018,Private,First Owner,24742,480804
Suzuki Burgman 125,150202,2024,Dealer,Second Owner,32808,253610
Yamaha Sniper 155,373287,2020,Dealer,Second Owner,28049,144375
Yamaha XMAX,348177,2021,Marketplace,Second Owner,33859,197296
Kymco Skytown 150,158008,2023,Dealer,First Owner,6854,417172
Kymco Like S 150,322745,2017,Private,Second Owner,27913,80092
Royal Enfield Shotgun 650,132474,2022,Private,Second Owner,38615,127089
Honda BeAT Premium ISS/CBS,111238,2019,Marketplace,Third Owner,16859,118981
Yamaha YZF R15 155,100224,2023,Private,Third Owner,36701,120824
Yamaha XMAX,425739,2017,Dealer,Third Owner,44247,168574
Suzuki Burgman 125,381724,2018,Dealer,Second Owner,24242,183784
Kymco Like S 150,464096,2018,Private,First Owner,1217,221472
Royal Enfield Shotgun 650,42316,2023,Dealer,Second Owner,41718,575231
Yamaha Mio Aerox S,377737,2021,Marketplace,Second Owner,26758,59624
Yamaha Mio Aerox S,444041,2022,Private,Third Owner,18426,274957
Yamaha Sniper 155,73140,2022,Dealer,First Owner,27827,174133
Honda PCX160 CBS,299695,2019,Private,First Owner,33276,90691
Yamaha Mio Fazzio,427557,2022,Dealer,Second Owner,49206,432118
Yamaha Mio Fazzio,111189,2017,Dealer,First Owner,20488,552383
Suzuki Gixxer SF 155,420687,2024,Dealer,Third Owner,38943,338204
Royal Enfield Shotgun 650,109531,2024,Marketplace,Second Owner,35603,341880
Honda PCX160 CBS,407771,2022,Private,Third Owner,8469,458925
Yamaha Mio Aerox S,366591,2018,Private,Second Owner,2305,244706
Honda CRF250L,485637,2018,Private,Second Owner,35331,338741
Kymco Skytown 150,157004,2018,Marketplace,First Owner,7164,182553
Royal Enfield Shotgun 650,122522,2022,Private,Third Owner,41837,74910
Kymco Skytown 150,488927,2023,Dealer,Second Owner,33043,150331
Suzuki Gixxer SF 155,408476,2018,Dealer,Third Owner,19257,188402
Suzuki Burgman 125,405412,2024,Private,First Owner,13544,464615
Yamaha MT-03,389336,2020,Private,First Owner,21026,237339
Honda PCX160 CBS,182174,2020,Private,Third Owner,32341,145976
Kymco Skytown 150,499488,2021,Dealer,Third Owner,15561,115963
Kawasaki Ninja 300,221594,2021,Dealer,Second Owner,31373,453780
Yamaha Mio Fazzio,343366,2021,Private,Third Owner,6433,578224
Honda BeAT Premium ISS/CBS,47705,2019,Dealer,Second Owner,41032,596187
Honda CRF250L,111996,2019,Marketplace,First Owner,34936,284359
Yamaha YZF R15 155,343206,2019,Dealer,Third Owner,14620,495655
Royal Enfield Shotgun 650,350595,2019,Private,First Owner,11615,595084
Kymco Like S 150,409074,2018,Private,Third Owner,23300,571732
Honda BeAT Premium ISS/CBS,181876,2021,Marketplace,Second Owner,26880,496485
Royal Enfield Shotgun 650,151782,2022,Dealer,Second Owner,34646,146326
Yamaha Mio Fazzio,130384,2023,Marketplace,Second Owner,2016,373007
Kymco Like S 150,491154,2022,Marketplace,Second Owner,30800,144632
Kawasaki Ninja 300,226629,2019,Marketplace,Second Owner,44441,533462
Yamaha YZF R15 155,170738,2020,Marketplace,Third Owner,33188,208832
Yamaha Sniper 155,488088,2019,Private,Second Owner,36679,365687
Yamaha Mio Aerox S,61554,2018,Marketplace,First Owner,34433,472243
Honda CRF250L,422836,2019,Private,First Owner,17888,68835
Yamaha Mio Fazzio,294585,2022,Marketplace,First Owner,46497,277595
Honda PCX160 CBS,470375,2019,Dealer,Second Owner,1998,279801
Yamaha Sniper 155,252029,2023,Dealer,Second Owner,35305,302887
Honda BeAT Premium ISS/CBS,121264,2024,Dealer,Second Owner,44766,71579
Honda BeAT Premium ISS/CBS,483191,2024,Dealer,Second Owner,1759,356696
Suzuki Gixxer SF 155,330928,2024,Marketplace,First Owner,24305,465620
Kymco Skytown 150,299365,2021,Dealer,Third Owner,16528,290438
Yamaha MT-03,264206,2020,Dealer,Third Owner,26856,226600
Kymco Skytown 150,345303,2024,Private,Third Owner,41303,582933
Honda PCX160 CBS,440762,2018,Dealer,Third Owner,39016,577622
Suzuki Burgman 125,98516,2022,Private,Third Owner,15251,493634
Yamaha YZF R15 155,270997,2022,Marketplace,Second Owner,5305,336210
Yamaha Mio Aerox S,457661,2019,Private,Third Owner,49012,516842
Kawasaki Ninja 300,314257,2019,Private,First Owner,37224,257742
Suzuki Gixxer SF 155,89334,2017,Dealer,First Owner,14541,469641
Kymco Skytown 150,436574,2023,Private,First Owner,49478,289299
Honda CRF250L,216686,2019,Marketplace,First Owner,27741,426588
Yamaha Mio Aerox S,378600,2019,Marketplace,Second Owner,28709,527649
Yamaha XMAX,427739,2023,Marketplace,First Owner,33644,81180
Yamaha Sniper 155,374098,2019,Dealer,First Owner,41245,147487
Yamaha YZF R15 155,219435,2019,Dealer,Second Owner,44659,443847
Yamaha Mio Aerox S,304933,2018,Private,Second Owner,32493,595424
Suzuki Gixxer SF 155,87518,2023,Marketplace,Second Owner,41110,524606
Suzuki Burgman 125,144458,2017,Dealer,Second Owner,39755,578554
Yamaha YZF R15 155,314418,2018,Marketplace,Second Owner,11036,517747
Kawasaki Ninja 300,322571,2024,Dealer,Second Owner,24724,365301
Yamaha Mio Fazzio,49733,2018,Dealer,Second Owner,46063,479355
Yamaha XMAX,202980,2021,Dealer,Third Owner,21384,336123
Honda CRF250L,94981,2017,Marketplace,Second Owner,26828,188971
Kawasaki Ninja 300,492816,2023,Private,Second Owner,18725,500481
Yamaha Mio Fazzio,360923,2022,Private,First Owner,1763,597643
Suzuki Burgman 125,445495,2022,Private,Third Owner,49397,475721
Honda BeAT Premium ISS/CBS,480569,2023,Marketplace,Third Owner,47626,338276
Honda PCX160 CBS,350407,2021,Private,First Owner,40335,440728
Honda BeAT Premium ISS/CBS,209528,2017,Dealer,Second Owner,11577,354653
Yamaha YZF R15 155,255027,2021,Private,Third Owner,46076,98233
Yamaha MT-03,209376,2024,Dealer,Second Owner,17208,86994
Honda PCX160 CBS,332055,2020,Dealer,First Owner,42999,473576
Yamaha Mio Fazzio,454841,2020,Marketplace,First Owner,43130,72014
Suzuki Burgman 125,441486,2017,Dealer,Third Owner,18120,72536
Honda BeAT Premium ISS/CBS,433229,2023,Dealer,Third Owner,48605,454748
Honda BeAT Premium ISS/CBS,267987,2023,Dealer,Third Owner,19552,599742
Kymco Like S 150,287659,2022,Marketplace,Second Owner,31890,94547
Honda PCX160 CBS,56982,2022,Marketplace,Second Owner,36258,391583
Kymco Like S 150,285795,2018,Marketplace,First Owner,46278,502589
Kymco Skytown 150,446850,2023,Dealer,First Owner,26347,489025
Suzuki Burgman 125,108181,2022,Private,Third Owner,48024,510095
Honda PCX160 CBS,100046,2024,Marketplace,Second Owner,31135,536920
Kymco Skytown 150,489581,2021,Dealer,First Owner,44537,558224
Yamaha YZF R15 155,433072,2020,Dealer,Second Owner,40336,598356
Royal Enfield Shotgun 650,168487,2018,Dealer,First Owner,23740,535666
Honda CRF250L,268390,2022,Private,Second Owner,43258,568629
Kawasaki Ninja 300,291546,2018,Marketplace,Third Owner,15131,375481
Yamaha Mio Aerox S,414488,2017,Dealer,Third Owner,48363,575849
Yamaha XMAX,86320,2019,Private,First Owner,1697,106793
Kymco Like S 150,154969,2019,Marketplace,First Owner,24750,232505
Royal Enfield Shotgun 650,55688,2022,Marketplace,Second Owner,30561,411839
Suzuki Burgman 125,76607,2021,Marketplace,Third Owner,18339,340341
Kymco Like S 150,392013,2022,Dealer,Third Owner,41097,257902
Honda BeAT Premium ISS/CBS,281969,2020,Marketplace,Third Owner,10151,460593
Yamaha YZF R15 155,437256,2020,Private,Second Owner,28702,163445
Suzuki Burgman 125,205899,2024,Dealer,First Owner,8854,491057
Honda CRF250L,412775,2020,Private,First Owner,38164,516762
Honda CRF250L,383412,2020,Private,Second Owner,5484,351258
Honda CRF250L,400131,2021,Dealer,Second Owner,14474,236029
Royal Enfield Shotgun 650,60326,2019,Dealer,First Owner,47498,389147
Yamaha MT-03,314018,2018,Private,First Owner,33285,369414
Yamaha Sniper 155,43356,2018,Marketplace,Third Owner,47301,265296
Yamaha Mio Fazzio,74524,2017,Marketplace,Third Owner,5282,244488
Suzuki Gixxer SF 155,136729,2023,Marketplace,Second Owner,45486,152207
Suzuki Gixxer SF 155,61575,2021,Private,First Owner,11118,493274
Yamaha Sniper 155,119577,2022,Private,First Owner,32910,426534
Yamaha Sniper 155,294736,2024,Dealer,First Owner,14098,538850
Kawasaki Ninja 300,197354,2019,Marketplace,Second Owner,38105,312851
Yamaha MT-03,249424,2022,Dealer,Second Owner,13116,308960
Kymco Skytown 150,407689,2020,Dealer,Second Owner,38756,350885
Yamaha Sniper 155,343716,2021,Marketplace,First Owner,4501,585531
Yamaha YZF R15 155,441897,2019,Marketplace,Third Owner,45651,342502
Kymco Like S 150,457026,2017,Marketplace,Second Owner,34716,124786
Suzuki Burgman 125,156203,2021,Dealer,First Owner,32606,153565
Suzuki Gixxer SF 155,59203,2021,Marketplace,Third Owner,1226,128555
Suzuki Gixxer SF 155,318795,2020,Dealer,Second Owner,40848,141521
Yamaha Mio Fazzio,460861,2020,Marketplace,First Owner,49020,449749
Yamaha Sniper 155,456385,2020,Dealer,Second Owner,6749,413638
Yamaha Mio Aerox S,261640,2018,Marketplace,Second Owner,46554,214864
Kymco Skytown 150,493560,2019,Marketplace,Third Owner,45963,63880
Honda PCX160 CBS,370075,2020,Private,First Owner,44760,327799
Kymco Like S 150,492423,2023,Dealer,Second Owner,2194,355133
Yamaha MT-03,388486,2017,Private,Second Owner,11921,254897
Suzuki Burgman 125,398093,2020,Marketplace,Third Owner,10517,545484
Suzuki Gixxer SF 155,380145,2020,Private,Third Owner,15200,396821
Yamaha Sniper 155,236403,2020,Marketplace,Second Owner,38163,345652
Kymco Skytown 150,193879,2017,Private,Third Owner,14048,87535
Yamaha Mio Fazzio,352480,2019,Private,First Owner,8261,208853
Kymco Like S 150,74809,2021,Private,Third Owner,5671,379897
Honda BeAT Premium ISS/CBS,369911,2017,Marketplace,First Owner,11240,516026
Honda PCX160 CBS,393794,2020,Dealer,First Owner,33744,181872
Kymco Like S 150,134952,2017,Marketplace,Second Owner,11503,328773
Suzuki Gixxer SF 155,329465,2021,Marketplace,First Owner,8051,413488
Suzuki Gixxer SF 155,165181,2023,Marketplace,Second Owner,9616,445184
Honda BeAT Premium ISS/CBS,318399,2022,Private,First Owner,25583,65922
Kymco Skytown 150,149145,2020,Dealer,Second Owner,47371,432381
Yamaha Mio Aerox S,148508,2022,Marketplace,Third Owner,1904,349912
Suzuki Gixxer SF 155,42000,2022,Marketplace,Third Owner,12498,236479
Royal Enfield Shotgun 650,195852,2021,Marketplace,First Owner,18004,422950
Honda PCX160 CBS,161541,2018,Dealer,First Owner,28964,525151
Yamaha XMAX,489496,2021,Private,Third Owner,24411,570791
Suzuki Burgman 125,80857,2023,Private,First Owner,4377,456074
Yamaha YZF R15 155,477403,2020,Dealer,First Owner,19682,192397
Yamaha Mio Aerox S,277237,2017,Private,Third Owner,37181,425879
Yamaha Sniper 155,68602,2020,Dealer,Second Owner,23934,505284
Honda PCX160 CBS,378172,2022,Dealer,Second Owner,17981,338953
Yamaha Mio Aerox S,106379,2019,Private,Third Owner,18959,523942
Yamaha XMAX,478887,2017,Private,Second Owner,18660,193201
Honda PCX160 CBS,492260,2018,Marketplace,Second Owner,30890,365156
Yamaha Mio Fazzio,320819,2022,Private,First Owner,38830,56450
Royal Enfield Shotgun 650,241461,2022,Dealer,Third Owner,31078,192017
Kymco Skytown 150,105003,2017,Dealer,Second Owner,44840,442127
Kymco Like S 150,479240,2018,Dealer,First Owner,32051,422952
Kawasaki Ninja 300,403449,2023,Private,First Owner,44538,75078
Kymco Skytown 150,209865,2021,Dealer,Third Owner,25407,296437
Yamaha MT-03,430059,2022,Private,Second Owner,45134,570029
Royal Enfield Shotgun 650,370345,2022,Marketplace,Third Owner,36349,301999
Yamaha MT-03,462609,2020,Marketplace,First Owner,39964,567601
Honda PCX160 CBS,498937,2021,Private,First Owner,31631,579187
Yamaha XMAX,268979,2021,Private,Third Owner,20475,551297
Yamaha XMAX,74410,2018,Marketplace,First Owner,30482,65854
Kymco Skytown 150,414079,2021,Marketplace,Third Owner,32951,301732
Yamaha Mio Fazzio,390793,2020,Dealer,Second Owner,17285,353993
Suzuki Burgman 125,450469,2022,Dealer,Second Owner,6002,440851
Suzuki Gixxer SF 155,164231,2022,Private,Third Owner,1152,181424
Kawasaki Ninja 300,332695,2019,Marketplace,Second Owner,30471,450170
Kymco Like S 150,484908,2019,Dealer,Third Owner,10389,451616
Royal Enfield Shotgun 650,130448,2019,Dealer,Second Owner,36890,350111
Kawasaki Ninja 300,404746,2024,Private,Second Owner,12786,256983
Kymco Like S 150,191798,2018,Marketplace,Third Owner,4887,305540
Yamaha Mio Aerox S,271038,2023,Marketplace,Second Owner,49880,161081
